machine_id,equipment_type,age_months,operating_hours,maintenance_history,sensor_temp,sensor_vibration,sensor_pressure,sensor_humidity,failure_next_30_days
MACH-003511,compressor,274,27169.0,63,34.02,8.2852,47.64,99.49,0
MACH-003512,pump,73,71245.6,88,138.1,2.2154,51.97,49.77,0
MACH-003513,pump,270,103995.5,52,122.48,13.642,62.05,71.84,0
MACH-003514,motor,248,52198.2,28,42.66,5.1113,54.59,45.31,0
MACH-003515,turbine,146,32921.5,60,72.87,3.922,70.46,77.91,0
MACH-003516,pump,113,53669.1,16,181.79,8.7731,41.09,79.97,0
MACH-003517,turbine,142,16514.4,87,141.28,2.3958,98.42,95.13,0
MACH-003518,compressor,203,39187.0,38,166.33,14.6331,76.01,81.43,1
MACH-003519,turbine,244,12203.0,60,84.63,11.8969,19.22,43.17,0
MACH-003520,turbine,52,190506.2,68,126.7,3.6157,60.12,83.66,0
MACH-003521,motor,101,32202.8,86,61.87,11.6062,79.59,83.71,0
MACH-003522,turbine,37,253.6,34,87.25,14.6793,26.13,42.85,0
MACH-003523,pump,282,191476.6,47,195.25,0.7339,41.71,49.94,0
MACH-003524,motor,123,151716.4,37,129.95,1.8181,13.86,41.15,0
MACH-003525,pump,76,53404.2,6,45.11,3.5146,22.13,3.82,0
MACH-003526,pump,61,175783.6,31,138.66,14.6991,56.63,45.33,1
MACH-003527,pump,23,174325.0,16,198.83,5.9333,69.62,30.66,1
MACH-003528,pump,142,148198.8,75,138.94,10.7836,55.17,30.63,0
MACH-003529,pump,232,118444.6,65,123.77,7.2034,0.81,57.45,0
MACH-003530,motor,97,116943.2,11,124.66,6.9893,56.61,15.82,0
MACH-003531,pump,122,193780.5,38,146.12,12.6847,44.56,38.21,0
MACH-003532,pump,191,93029.6,2,194.94,3.5707,48.13,24.15,1
MACH-003533,turbine,107,161712.7,47,0.23,1.7289,4.26,40.31,0
MACH-003534,pump,222,22498.2,24,30.39,10.4547,37.82,27.91,0
MACH-003535,pump,97,140165.5,74,136.93,10.9761,6.3,14.1,0
MACH-003536,pump,134,197913.0,94,11.37,8.6825,43.63,62.76,0
MACH-003537,pump,295,1995.6,63,158.74,9.8508,2.46,34.66,0
MACH-003538,compressor,251,51580.4,13,52.61,3.8507,85.78,54.6,1
MACH-003539,turbine,172,156989.2,74,154.86,7.6614,10.01,10.59,1
MACH-003540,compressor,118,146762.3,52,174.67,13.4138,75.27,8.48,1
MACH-003541,compressor,298,146839.2,3,41.4,2.3299,53.21,76.85,0
MACH-003542,pump,139,196492.8,8,182.65,1.6988,72.1,44.54,1
MACH-003543,turbine,104,19171.0,93,22.24,8.3363,78.42,1.05,0
MACH-003544,pump,179,135018.8,75,52.65,10.1446,35.12,66.08,0
MACH-003545,compressor,125,128237.4,36,57.83,11.6195,19.21,74.95,1
MACH-003546,motor,267,41152.3,0,72.23,11.7084,2.61,4.28,0
MACH-003547,turbine,64,42585.1,71,142.23,12.6736,94.62,34.08,1
MACH-003548,motor,16,130042.4,46,37.43,11.9986,32.01,64.85,0
MACH-003549,compressor,130,130903.9,41,87.5,2.5974,93.5,29.74,1
MACH-003550,motor,285,120014.3,2,174.88,13.0988,64.74,51.29,1
MACH-003551,compressor,19,92378.5,21,7.23,7.4118,12.89,44.91,0
MACH-003552,turbine,243,137440.2,24,113.99,8.2749,39.62,15.58,1
MACH-003553,compressor,1,64377.9,55,122.76,2.1785,80.9,35.36,0
MACH-003554,motor,168,47160.5,62,56.44,8.5903,42.93,92.02,0
MACH-003555,motor,136,119084.5,8,159.37,12.1584,46.75,62.61,1
MACH-003556,compressor,48,123456.2,95,188.72,3.4902,86.59,65.48,0
MACH-003557,motor,224,162451.8,4,69.07,13.2975,43.96,76.5,1
MACH-003558,pump,53,83214.9,67,168.38,1.9934,16.22,83.79,0
MACH-003559,motor,132,152824.5,28,48.52,6.6559,19.97,42.04,0
MACH-003560,pump,168,183542.3,99,47.52,6.8816,53.93,43.99,0
MACH-003561,pump,156,85132.4,43,110.97,11.4687,16.23,56.29,0
MACH-003562,motor,10,108515.8,60,106.3,10.0935,57.93,14.14,0
MACH-003563,turbine,134,182052.4,24,181.88,6.6455,26.28,32.87,1
MACH-003564,turbine,197,60050.0,33,90.27,12.4826,0.03,98.98,0
MACH-003565,motor,159,144531.3,99,113.2,13.0218,72.93,12.67,0
MACH-003566,motor,220,115444.1,85,68.97,10.4444,81.55,29.82,0
MACH-003567,pump,233,82799.8,2,44.09,14.1633,95.57,75.1,0
MACH-003568,turbine,54,172839.5,68,141.61,10.7143,35.67,89.19,1
MACH-003569,pump,242,31345.6,87,12.52,11.8631,12.86,56.22,0
MACH-003570,turbine,269,7080.1,65,172.35,6.6647,41.44,22.49,0
MACH-003571,turbine,252,41428.5,42,183.02,11.4993,80.08,25.59,1
MACH-003572,compressor,256,175253.8,42,105.61,6.9986,94.74,38.62,1
MACH-003573,motor,64,68720.0,76,15.32,1.5232,14.12,89.94,0
MACH-003574,turbine,196,136793.7,92,67.0,2.5496,36.27,78.08,0
MACH-003575,compressor,138,46167.9,91,11.91,12.5746,41.85,75.29,0
MACH-003576,compressor,296,98178.7,58,46.34,4.1466,71.33,38.02,0
MACH-003577,turbine,250,104571.3,59,130.19,2.7009,86.86,62.87,1
MACH-003578,turbine,49,49075.0,73,5.43,6.5372,54.98,18.48,0
MACH-003579,pump,283,77480.6,50,50.35,9.5394,47.5,67.4,0
MACH-003580,turbine,210,52354.3,4,121.07,10.1871,29.16,61.06,0
MACH-003581,turbine,163,20135.0,63,164.49,13.7894,10.39,51.86,0
MACH-003582,pump,134,86330.6,81,138.24,0.6037,22.25,65.53,0
MACH-003583,motor,148,112725.4,98,122.36,8.0761,80.12,30.21,0
MACH-003584,turbine,232,18011.7,29,34.96,3.4521,80.43,62.53,0
MACH-003585,pump,230,71578.6,8,156.21,4.695,34.41,34.71,1
MACH-003586,motor,166,92539.8,59,54.37,0.8146,11.87,22.2,0
MACH-003587,compressor,298,186505.2,57,150.97,9.9682,87.89,78.6,1
MACH-003588,compressor,70,122064.4,71,72.46,14.4311,29.7,5.13,0
MACH-003589,turbine,128,188453.1,48,88.92,1.7944,94.99,21.6,1
MACH-003590,pump,180,104876.6,68,179.04,1.3632,34.72,34.31,0
MACH-003591,motor,50,160651.6,82,33.45,11.2058,88.64,51.86,0
MACH-003592,turbine,150,19250.4,22,121.4,14.2067,14.75,53.3,0
MACH-003593,compressor,251,112883.6,10,158.99,6.1151,46.11,70.8,0
MACH-003594,pump,203,70587.0,79,46.18,6.4303,60.24,96.16,0
MACH-003595,motor,214,145686.0,64,80.15,13.6989,40.74,64.98,1
MACH-003596,motor,49,175519.0,15,61.43,5.216,66.09,8.59,0
MACH-003597,compressor,44,142451.8,30,150.9,14.1689,93.73,16.63,0
MACH-003598,motor,133,17656.7,55,122.84,4.9026,47.12,77.37,0
MACH-003599,compressor,98,124211.0,76,96.46,0.9594,58.18,64.65,0
MACH-003600,motor,4,148820.4,54,170.78,10.7498,19.16,87.64,1
MACH-003601,compressor,166,5968.3,6,62.15,13.2538,40.83,16.49,0
MACH-003602,pump,227,33945.6,78,41.56,1.9519,34.31,36.81,0
MACH-003603,compressor,220,136057.4,84,156.87,5.1724,86.8,92.68,0
MACH-003604,turbine,31,62983.0,4,65.05,1.2001,7.71,87.27,0
MACH-003605,pump,235,12436.8,0,81.18,1.3858,18.73,35.52,1
MACH-003606,motor,115,177884.0,13,110.41,3.4458,89.15,78.35,1
MACH-003607,compressor,47,190435.1,89,196.77,1.4649,67.9,54.47,0
MACH-003608,compressor,142,74694.5,94,69.38,14.7631,50.36,19.51,0
MACH-003609,compressor,66,198575.3,48,127.39,1.5134,95.88,75.07,1
MACH-003610,compressor,202,171315.9,42,182.78,11.1526,73.81,19.5,1
MACH-003611,compressor,224,111171.5,93,55.44,6.9743,75.66,62.77,0
MACH-003612,compressor,218,149447.3,24,158.13,14.7141,25.99,7.49,1
MACH-003613,pump,35,187248.5,0,147.51,2.497,19.91,10.37,0
MACH-003614,turbine,105,145464.1,85,155.25,4.4542,64.19,7.78,0
MACH-003615,motor,150,67496.8,93,162.61,2.8377,61.89,35.06,0
MACH-003616,pump,296,38604.8,81,88.6,2.4282,57.85,93.75,0
MACH-003617,motor,164,86350.5,54,26.95,6.9832,57.57,14.23,0
MACH-003618,motor,197,37333.3,100,103.51,10.4884,7.39,26.11,0
MACH-003619,pump,102,4304.7,6,36.01,3.6359,28.74,58.83,0
MACH-003620,turbine,89,91189.0,89,29.14,9.4637,14.41,46.36,0
MACH-003621,pump,239,65851.1,99,95.61,13.7136,13.79,72.72,0
MACH-003622,motor,251,19056.1,54,53.44,8.626,95.76,7.44,0
MACH-003623,motor,17,174292.2,28,78.49,7.9652,49.69,30.61,0
MACH-003624,turbine,162,24589.3,20,38.67,2.1717,33.72,43.9,0
MACH-003625,compressor,234,126079.6,18,170.29,4.0775,61.5,94.77,1
MACH-003626,turbine,48,113863.2,10,145.73,6.5294,42.5,19.19,0
MACH-003627,pump,194,195798.1,6,126.66,10.3471,11.93,44.4,1
MACH-003628,turbine,143,50767.8,53,20.38,5.5526,4.26,5.43,0
MACH-003629,turbine,153,47100.4,52,63.02,7.9441,88.95,42.07,1
MACH-003630,motor,179,125439.9,10,126.07,11.1268,19.19,57.36,1
MACH-003631,compressor,262,111651.0,68,40.49,2.5558,72.07,41.05,0
MACH-003632,pump,27,162361.8,53,167.17,4.073,77.17,8.97,0
MACH-003633,turbine,61,34613.2,30,175.08,5.6515,22.2,16.27,0
MACH-003634,turbine,104,60123.6,90,111.67,10.7674,41.8,4.2,0
MACH-003635,motor,241,1000.6,70,26.47,10.4891,73.24,34.08,0
MACH-003636,compressor,178,144316.5,38,43.88,13.9086,91.93,77.59,1
MACH-003637,motor,57,65093.3,85,4.15,8.272,31.08,76.89,0
MACH-003638,pump,8,47217.8,98,57.09,7.9701,26.23,34.08,0
MACH-003639,compressor,298,120986.4,45,162.13,2.8156,75.31,32.22,1
MACH-003640,compressor,42,50340.8,62,60.26,10.0144,86.56,40.88,0
MACH-003641,turbine,10,11350.0,97,162.85,6.495,90.41,15.6,0
MACH-003642,turbine,122,47251.0,45,172.23,11.1433,12.75,35.48,0
MACH-003643,motor,166,169944.2,10,171.3,5.7621,58.97,74.87,1
MACH-003644,turbine,78,119073.1,41,166.3,12.0394,16.69,43.77,0
MACH-003645,compressor,51,94232.7,73,39.09,9.098,10.16,64.63,0
MACH-003646,compressor,26,98282.3,98,122.65,1.2666,96.62,68.48,0
MACH-003647,compressor,123,199392.7,74,84.95,12.406,10.19,64.3,0
MACH-003648,turbine,286,6298.2,97,44.9,6.5649,52.69,29.77,0
MACH-003649,compressor,45,32243.1,56,183.97,0.9493,70.51,53.19,0
MACH-003650,pump,172,173101.4,74,192.76,9.4787,0.93,74.8,0
MACH-003651,pump,59,106966.4,14,75.26,3.8922,31.73,11.65,0
MACH-003652,motor,203,199012.4,85,168.24,11.9535,55.1,80.91,1
MACH-003653,compressor,19,136784.6,54,198.64,9.6654,13.25,54.26,1
MACH-003654,compressor,61,144685.0,2,189.44,10.5278,53.64,74.35,0
MACH-003655,motor,3,115953.3,16,51.77,13.6641,25.38,90.5,0
MACH-003656,compressor,195,3470.2,74,4.48,3.9192,46.67,78.07,0
MACH-003657,turbine,216,181602.0,8,37.7,2.3509,26.48,63.84,0
MACH-003658,motor,52,104600.7,64,35.09,11.3549,84.32,12.21,0
MACH-003659,motor,137,1810.6,54,53.69,13.2095,71.81,64.54,0
MACH-003660,compressor,88,41978.7,46,75.2,11.741,94.62,85.83,1
MACH-003661,motor,14,70076.0,61,161.55,0.1041,98.47,15.35,0
MACH-003662,turbine,12,57237.5,67,69.36,4.3101,81.31,75.08,0
MACH-003663,turbine,282,5552.5,81,180.3,13.8686,12.36,62.57,0
MACH-003664,compressor,195,56047.3,54,136.24,14.209,71.39,50.13,1
MACH-003665,motor,200,179261.2,20,16.99,7.8011,45.14,63.09,1
MACH-003666,compressor,89,117767.5,88,196.91,8.0071,67.76,0.04,1
MACH-003667,pump,80,65393.4,94,55.51,7.4711,58.28,62.94,0
MACH-003668,motor,239,17622.1,19,140.75,2.7664,82.31,19.3,1
MACH-003669,pump,132,150258.9,57,159.04,2.3131,74.07,12.39,0
MACH-003670,pump,31,143671.3,48,74.91,12.0667,62.69,87.02,0
MACH-003671,pump,147,473.6,65,177.13,1.0437,98.55,81.86,0
MACH-003672,compressor,157,198682.1,6,161.96,10.1463,5.48,44.96,1
MACH-003673,pump,171,53131.2,16,154.02,12.5739,97.86,5.68,1
MACH-003674,compressor,162,52480.2,16,176.83,12.1864,98.52,38.3,1
MACH-003675,motor,258,60206.7,80,69.26,14.3583,86.93,4.69,0
MACH-003676,motor,74,192343.4,62,145.91,2.2585,17.67,47.09,0
MACH-003677,turbine,177,168221.4,66,98.11,14.3414,17.36,40.94,0
MACH-003678,compressor,267,127457.7,31,138.39,3.3021,22.76,64.56,0
MACH-003679,compressor,294,98852.8,18,147.63,1.359,68.25,91.63,1
MACH-003680,compressor,290,65404.7,9,126.89,8.3188,78.0,50.98,1
MACH-003681,pump,219,67013.1,50,169.25,7.1385,13.17,37.08,0
MACH-003682,pump,33,65132.6,76,48.23,14.0207,74.18,25.06,1
MACH-003683,compressor,297,172519.9,38,5.78,12.1945,86.74,59.45,0
MACH-003684,turbine,10,136262.7,98,132.42,2.2558,72.76,57.53,0
MACH-003685,pump,166,81361.0,100,13.1,7.5246,74.52,62.06,0
MACH-003686,pump,135,198710.0,6,50.97,14.2081,44.08,50.23,0
MACH-003687,turbine,204,35496.6,99,34.78,12.4177,12.8,48.61,0
MACH-003688,turbine,235,15335.5,77,69.28,11.9712,70.15,52.59,0
MACH-003689,pump,222,73628.4,59,197.95,8.4768,14.73,13.08,0
MACH-003690,motor,69,196368.9,19,138.43,11.4951,31.82,93.33,1
MACH-003691,compressor,227,4803.8,38,7.24,9.4992,86.07,2.64,1
MACH-003692,pump,228,16200.2,83,195.02,14.8629,66.19,77.78,0
MACH-003693,motor,8,68290.0,48,191.24,2.0652,27.19,49.43,0
MACH-003694,motor,192,197485.1,91,142.84,8.0703,10.68,96.24,0
MACH-003695,compressor,39,68689.8,26,156.2,13.3686,47.22,32.17,0
MACH-003696,motor,169,135615.7,31,33.73,9.4814,32.17,71.28,0
MACH-003697,motor,69,172806.0,78,107.16,13.918,10.07,69.8,0
MACH-003698,motor,108,134111.6,12,91.52,5.9274,25.5,86.18,0
MACH-003699,turbine,82,17963.7,50,131.93,11.0062,69.0,98.47,0
MACH-003700,pump,259,29706.9,34,146.83,11.7728,14.62,97.35,0
MACH-003701,pump,272,51769.7,56,51.46,8.2517,94.93,16.62,1
MACH-003702,pump,240,159194.4,16,56.8,3.9872,49.87,88.28,0
MACH-003703,turbine,217,160377.9,4,174.88,14.1376,36.86,52.55,1
MACH-003704,turbine,109,34050.1,77,55.13,7.2827,12.04,37.88,0
MACH-003705,compressor,43,75821.4,8,70.75,5.4413,42.46,58.27,0
MACH-003706,pump,171,27961.3,38,141.37,5.1808,27.54,54.85,0
MACH-003707,turbine,128,94618.1,21,143.31,13.424,0.53,78.32,1
MACH-003708,motor,85,72858.1,70,75.75,13.1383,69.86,72.39,0
MACH-003709,turbine,73,198420.2,44,194.55,6.778,13.15,93.21,0
MACH-003710,motor,49,77741.9,100,69.64,4.4092,91.46,32.77,0
MACH-003711,turbine,249,10006.0,44,52.44,14.8576,67.71,90.17,0
MACH-003712,turbine,97,104097.6,26,15.59,2.5662,4.75,49.04,0
MACH-003713,pump,276,181436.5,85,77.94,3.0938,68.87,71.39,0
MACH-003714,compressor,201,73897.7,83,124.89,9.0397,16.95,9.79,0
MACH-003715,motor,50,163699.4,78,17.9,3.0919,58.49,89.64,0
MACH-003716,motor,19,83346.4,46,0.22,13.3499,46.04,70.72,0
MACH-003717,motor,125,113672.4,64,78.04,3.6645,23.01,96.58,0
MACH-003718,compressor,25,100468.6,27,97.46,3.7804,35.34,82.26,0
MACH-003719,motor,286,174832.9,3,54.39,8.7493,89.51,92.0,1
MACH-003720,compressor,273,113609.6,9,14.73,6.9517,12.02,21.45,0
MACH-003721,compressor,198,75813.9,55,144.81,9.1169,31.06,46.99,0
MACH-003722,turbine,88,153399.1,24,66.63,4.4703,26.67,21.61,0
MACH-003723,turbine,261,10067.8,99,45.91,9.3252,39.8,79.43,0
MACH-003724,pump,195,54504.9,6,78.55,0.2726,94.61,8.9,0
MACH-003725,turbine,108,57286.5,50,80.3,7.6973,77.9,87.19,0
MACH-003726,pump,264,113786.4,56,66.2,10.0575,66.9,95.87,0
MACH-003727,compressor,63,166834.4,55,149.87,7.9658,35.47,73.65,0
MACH-003728,motor,171,110763.3,51,142.15,5.8187,95.63,27.64,1
MACH-003729,compressor,208,91666.2,4,7.19,4.3731,43.9,15.2,0
MACH-003730,compressor,273,13062.0,67,70.22,5.6174,89.22,10.24,0
MACH-003731,turbine,42,194010.4,26,114.12,9.2201,29.55,92.89,0
MACH-003732,motor,87,59108.4,26,166.7,1.2534,85.03,19.8,1
MACH-003733,turbine,252,25933.3,61,63.5,14.0303,35.93,42.91,0
MACH-003734,motor,150,166573.7,79,5.53,1.2,35.42,90.87,0
MACH-003735,pump,227,178069.0,87,169.33,3.7446,89.35,70.69,1
MACH-003736,motor,233,59718.5,86,143.18,8.1955,37.82,70.4,0
MACH-003737,compressor,92,109715.8,76,112.53,12.4897,79.22,88.24,1
MACH-003738,compressor,100,156690.8,43,117.4,14.4615,17.26,62.58,1
MACH-003739,turbine,150,4340.4,84,150.71,10.6886,11.67,12.52,0
MACH-003740,pump,9,197384.5,91,105.49,10.3197,78.33,82.11,0
MACH-003741,motor,240,64790.4,79,123.79,1.7712,98.89,35.63,0
MACH-003742,turbine,35,95953.5,0,199.09,14.5583,94.09,30.75,1
MACH-003743,motor,281,10113.6,63,44.54,9.5505,95.48,34.87,0
MACH-003744,pump,234,9387.7,92,126.5,7.7428,14.33,95.32,0
MACH-003745,turbine,106,22330.7,53,157.57,11.3215,74.3,64.32,0
MACH-003746,motor,22,64224.2,8,29.53,2.4299,57.96,68.24,0
MACH-003747,turbine,237,184306.2,36,184.17,1.6294,35.13,81.65,1
MACH-003748,turbine,135,103086.9,70,58.4,11.5853,23.37,76.42,0
MACH-003749,turbine,59,65148.9,81,153.97,12.9202,37.93,40.69,1
MACH-003750,compressor,129,90228.4,62,124.86,0.2067,39.27,30.67,0
MACH-003751,turbine,272,53009.6,43,109.94,0.2831,8.8,41.28,0
MACH-003752,turbine,207,124803.9,51,185.43,0.9363,67.17,93.77,1
MACH-003753,motor,206,101434.7,54,85.24,7.3709,27.28,18.11,0
MACH-003754,pump,155,75709.5,99,92.27,12.5254,53.23,74.27,0
MACH-003755,motor,46,137224.8,100,106.29,11.9515,69.69,22.65,0
MACH-003756,compressor,285,78336.8,45,179.81,5.2467,2.99,31.42,0
MACH-003757,compressor,222,161309.1,28,196.71,3.4184,43.91,63.43,0
MACH-003758,pump,155,119683.1,23,190.01,11.0845,8.63,50.91,1
MACH-003759,compressor,218,40429.4,42,169.81,4.8884,54.1,13.1,0
MACH-003760,pump,109,32638.0,16,96.43,0.0029,46.89,0.24,0
MACH-003761,compressor,223,51191.3,8,56.56,2.3558,35.71,75.99,0
MACH-003762,compressor,291,183648.1,32,189.38,12.3061,27.93,3.3,1
MACH-003763,compressor,104,164682.6,33,29.63,7.3543,57.45,71.37,0
MACH-003764,motor,3,194443.4,75,7.48,13.8599,55.4,32.72,0
MACH-003765,motor,222,148864.6,90,106.3,2.9543,44.72,71.57,0
MACH-003766,compressor,256,182888.3,33,120.39,3.7395,90.27,56.88,1
MACH-003767,compressor,248,71070.7,27,136.07,8.9609,25.96,24.05,0
MACH-003768,turbine,293,123977.7,39,81.7,10.494,72.51,91.27,1
MACH-003769,motor,105,78300.8,84,166.7,8.703,81.32,96.27,0
MACH-003770,motor,276,172973.5,32,135.96,3.0641,79.88,27.11,0
MACH-003771,motor,63,199394.8,54,169.15,1.27,18.21,72.6,0
MACH-003772,compressor,177,149104.0,46,172.0,6.3035,63.69,14.59,0
MACH-003773,pump,267,156307.2,54,177.59,9.2719,85.85,45.24,1
MACH-003774,motor,275,176188.8,50,118.77,2.2209,63.39,14.0,0
MACH-003775,pump,187,19065.9,99,19.77,6.6493,4.53,49.4,0
MACH-003776,compressor,164,96359.2,13,41.83,12.3771,78.52,51.48,1
MACH-003777,turbine,139,146499.4,47,37.58,8.2199,15.3,2.35,0
MACH-003778,turbine,261,121007.8,65,97.42,1.9515,59.28,44.9,0
MACH-003779,motor,264,108065.2,30,32.34,14.4628,72.83,57.58,1
MACH-003780,pump,72,77163.1,49,62.12,2.1,20.45,64.16,0
MACH-003781,pump,41,44090.0,65,44.92,6.885,14.9,20.06,0
MACH-003782,pump,245,184481.0,80,157.21,14.042,97.28,31.24,1
MACH-003783,turbine,244,146825.6,50,134.81,1.4309,90.44,56.57,0
MACH-003784,turbine,30,122706.9,72,164.09,6.0012,90.02,24.9,1
MACH-003785,compressor,148,17074.2,47,2.79,9.5572,8.55,90.34,0
MACH-003786,pump,152,22334.4,43,140.24,0.2843,60.64,82.47,0
MACH-003787,pump,13,86469.6,90,2.24,10.3814,37.12,45.05,0
MACH-003788,turbine,200,25145.5,38,74.56,5.1723,3.2,6.72,0
MACH-003789,motor,292,29783.5,74,0.24,1.4316,94.05,53.13,0
MACH-003790,pump,64,16263.7,21,154.96,8.7109,6.14,24.34,0
MACH-003791,pump,234,58811.0,42,47.5,3.4543,16.36,27.17,0
MACH-003792,motor,25,2222.3,17,118.12,2.7987,31.4,41.03,0
MACH-003793,compressor,65,146453.8,18,12.79,12.8649,28.49,84.39,1
MACH-003794,turbine,170,119868.5,31,2.87,6.0107,61.17,84.86,1
MACH-003795,motor,278,101531.0,7,188.15,11.8708,85.43,43.24,0
MACH-003796,compressor,266,197377.2,62,183.77,12.9233,41.14,70.4,1
MACH-003797,pump,281,96377.8,25,48.67,3.3658,19.57,6.22,0
MACH-003798,pump,297,173931.0,64,190.94,14.139,35.69,21.18,0
MACH-003799,pump,241,37874.2,98,20.86,9.4499,21.34,28.21,1
MACH-003800,turbine,110,52961.3,93,36.78,6.3485,10.38,2.02,0
MACH-003801,compressor,39,65705.8,11,90.27,14.5344,95.56,69.65,0
MACH-003802,turbine,247,198068.2,62,127.28,0.8505,64.36,89.34,0
MACH-003803,pump,56,181522.1,100,71.06,5.4912,3.83,57.17,0
MACH-003804,pump,157,89719.4,70,88.83,0.1143,10.52,7.09,0
MACH-003805,turbine,227,168891.2,64,23.53,13.4577,7.88,56.99,1
MACH-003806,pump,11,46640.4,80,191.77,14.6067,40.92,75.21,0
MACH-003807,pump,275,118521.9,49,26.02,11.5774,78.79,95.44,0
MACH-003808,compressor,92,32371.7,71,12.91,5.9208,93.97,47.1,0
MACH-003809,compressor,65,115041.5,85,29.77,12.7343,27.03,11.35,0
MACH-003810,pump,112,44451.6,59,43.58,9.6611,59.99,12.88,0
MACH-003811,motor,139,117151.0,30,19.39,12.3957,9.18,89.92,0
MACH-003812,compressor,137,85734.8,77,57.22,8.0438,55.83,40.15,0
MACH-003813,motor,47,111753.8,5,10.85,3.7092,82.07,11.24,0
MACH-003814,motor,57,32238.8,68,40.82,13.1463,14.51,33.06,0
MACH-003815,pump,144,101297.5,17,42.61,1.0987,20.88,46.36,0
MACH-003816,motor,68,63273.7,1,2.12,11.1855,4.12,62.96,0
MACH-003817,turbine,193,28788.3,80,17.91,9.8493,69.77,66.26,0
MACH-003818,compressor,270,100078.8,80,136.17,2.3105,98.59,6.45,0
MACH-003819,turbine,6,27685.8,58,154.87,4.3612,22.48,18.49,0
MACH-003820,pump,11,85460.9,1,46.4,5.3322,11.76,97.83,0
MACH-003821,pump,193,64628.7,47,141.31,13.6536,55.98,43.31,0
MACH-003822,compressor,9,108603.0,45,81.43,4.9276,82.7,85.6,0
MACH-003823,pump,192,96760.4,76,67.88,5.9846,65.22,11.86,0
MACH-003824,compressor,148,26915.5,87,139.75,2.7825,58.99,16.94,0
MACH-003825,turbine,137,55802.8,48,164.39,7.6468,2.6,27.78,1
MACH-003826,motor,182,111348.2,70,118.09,10.6189,13.97,95.08,0
MACH-003827,compressor,269,166783.9,47,102.92,4.1611,64.19,88.24,1
MACH-003828,compressor,39,11843.6,92,92.72,12.9762,74.88,88.92,0
MACH-003829,pump,41,18173.1,92,62.17,7.267,81.42,15.83,0
MACH-003830,turbine,209,159385.2,73,158.64,3.1214,84.3,73.85,1
MACH-003831,pump,16,67965.9,57,150.8,4.1074,71.18,32.51,0
MACH-003832,turbine,129,51371.7,50,154.46,2.4274,77.62,15.88,0
MACH-003833,compressor,149,45925.8,65,175.43,9.806,44.7,80.36,0
MACH-003834,pump,118,194141.5,36,183.88,14.4381,22.43,74.06,1
MACH-003835,compressor,160,102149.1,64,182.13,14.3802,74.09,4.81,1
MACH-003836,pump,35,32178.9,2,144.69,5.1598,10.87,10.79,0
MACH-003837,compressor,81,81201.5,27,72.18,10.0044,10.46,89.53,0
MACH-003838,turbine,2,52129.1,72,140.6,13.366,45.17,68.29,0
MACH-003839,turbine,289,33738.7,100,182.31,7.3759,63.15,81.94,0
MACH-003840,turbine,250,195716.7,19,31.24,2.3016,81.87,60.46,1
MACH-003841,motor,77,89019.8,4,17.66,14.0888,30.61,49.54,0
MACH-003842,compressor,11,138249.3,35,126.54,5.6191,65.81,16.12,0
MACH-003843,motor,82,179712.6,32,108.17,4.0555,55.75,50.78,0
MACH-003844,turbine,287,41124.6,100,55.22,2.36,7.66,39.54,0
MACH-003845,motor,244,25603.6,34,70.85,14.1473,32.83,63.02,0
MACH-003846,turbine,198,52051.5,93,45.55,10.7039,85.57,56.83,0
MACH-003847,motor,277,142513.0,98,136.36,3.7626,83.88,71.18,1
MACH-003848,compressor,53,76397.2,0,153.55,11.3832,84.63,38.57,1
MACH-003849,pump,161,97817.7,60,40.53,11.9311,65.48,78.73,0
MACH-003850,compressor,239,4051.2,27,85.94,14.7576,57.22,76.99,0
MACH-003851,pump,6,850.3,37,27.03,3.3513,45.82,75.64,0
MACH-003852,pump,131,81415.4,43,11.12,5.904,44.78,46.41,0
MACH-003853,motor,107,30072.5,32,11.96,0.6618,7.92,40.43,0
MACH-003854,motor,54,158220.0,17,80.57,4.6119,25.15,81.1,0
MACH-003855,compressor,68,190257.0,8,160.96,3.6137,93.48,95.19,0
MACH-003856,motor,291,185139.9,15,67.82,4.3396,30.42,59.37,0
MACH-003857,pump,154,93109.6,3,137.79,5.9195,75.3,88.55,0
MACH-003858,motor,25,57371.1,40,112.14,10.111,58.28,51.21,0
MACH-003859,motor,205,96761.7,15,80.91,9.2124,37.05,79.4,1
MACH-003860,compressor,178,20806.3,19,33.78,6.5646,6.89,98.32,0
MACH-003861,compressor,118,188786.2,46,36.3,5.8438,7.41,9.1,0
MACH-003862,pump,120,134260.4,59,129.16,3.7386,49.85,75.99,0
MACH-003863,compressor,162,57309.7,29,65.36,1.6689,44.94,30.86,0
MACH-003864,compressor,279,151850.5,48,138.02,9.3528,53.2,23.22,1
MACH-003865,turbine,228,49000.7,99,121.37,12.8585,48.83,9.64,0
MACH-003866,compressor,121,150291.2,89,134.21,9.414,81.66,37.08,1
MACH-003867,turbine,74,80364.4,28,137.05,13.6479,8.83,54.57,0
MACH-003868,pump,33,172785.2,70,89.21,9.2884,75.67,90.55,0
MACH-003869,compressor,59,197958.0,84,81.56,4.8966,5.15,41.22,0
MACH-003870,pump,42,64041.1,56,128.85,14.2511,54.15,1.76,0
MACH-003871,pump,242,110234.8,86,188.91,1.2208,56.53,41.28,0
MACH-003872,turbine,173,47586.4,32,118.91,12.4661,41.22,80.27,0
