customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-02150,Male,1,Yes,No,70,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,month-to-month,No,bank_transfer,44.35,3104.36,No
CUST-02151,Male,1,No,Yes,64,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,month-to-month,Yes,credit_card,35.05,2243.08,No
CUST-02152,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,two year,Yes,credit_card,88.47,1592.43,No
CUST-02153,Male,1,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,one year,Yes,mailed_check,113.94,3304.32,No
CUST-02154,Male,1,Yes,Yes,45,Yes,No,DSL,No,No,No,No,Yes,No,one year,No,electronic_check,59.76,2689.06,No
CUST-02155,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,month-to-month,No,credit_card,95.3,476.51,No
CUST-02156,Male,1,No,No,30,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No internet service,month-to-month,Yes,credit_card,44.83,1344.96,No
CUST-02157,Male,1,Yes,No,66,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No internet service,month-to-month,Yes,mailed_check,11.39,751.58,No
CUST-02158,Female,0,No,No,46,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,month-to-month,Yes,mailed_check,91.62,4214.29,No
CUST-02159,Male,1,No,Yes,27,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,two year,Yes,electronic_check,49.0,1323.09,No
CUST-02160,Male,1,Yes,No,50,Yes,No,No,No,Yes,No,No,No,Yes,one year,Yes,credit_card,38.37,1918.7,No
CUST-02161,Male,0,No,No,55,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,month-to-month,Yes,mailed_check,54.9,3019.67,No
CUST-02162,Female,1,Yes,No,58,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,month-to-month,No,electronic_check,109.6,6357.0,No
CUST-02163,Male,1,No,No,65,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,month-to-month,Yes,electronic_check,62.13,4038.26,No
CUST-02164,Male,0,Yes,No,15,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,one year,Yes,credit_card,81.35,1220.31,No
CUST-02165,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,month-to-month,Yes,bank_transfer,76.68,2070.34,No
CUST-02166,Female,0,No,No,53,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,two year,No,electronic_check,101.01,5353.63,No
CUST-02167,Female,0,No,No,30,Yes,No,No,No,No,Yes,No,Yes,Yes,month-to-month,Yes,electronic_check,27.13,813.77,No
CUST-02168,Female,1,No,No,54,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,two year,Yes,electronic_check,56.73,3063.65,No
CUST-02169,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,month-to-month,Yes,electronic_check,79.75,1196.19,Yes
CUST-02170,Female,0,No,No,67,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,month-to-month,Yes,electronic_check,86.78,5814.0,No
CUST-02171,Female,1,Yes,No,56,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,two year,No,electronic_check,138.99,7783.35,No
CUST-02172,Female,1,No,No,16,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,month-to-month,No,mailed_check,34.0,543.97,No
CUST-02173,Female,0,Yes,Yes,22,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,one year,Yes,mailed_check,82.69,1819.17,No
CUST-02174,Female,1,Yes,No,69,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,month-to-month,Yes,mailed_check,79.2,5465.11,No
CUST-02175,Male,0,No,No,68,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,No,month-to-month,Yes,mailed_check,56.42,3836.66,No
CUST-02176,Female,1,Yes,Yes,35,No,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,month-to-month,Yes,mailed_check,45.43,1590.12,Yes
CUST-02177,Male,1,Yes,No,33,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,Yes,one year,Yes,mailed_check,40.83,1347.24,No
CUST-02178,Male,1,No,No,17,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,month-to-month,Yes,mailed_check,75.06,1276.05,No
CUST-02179,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,one year,Yes,electronic_check,29.53,1830.63,No
CUST-02180,Male,1,No,Yes,49,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,one year,No,mailed_check,98.56,4829.62,No
CUST-02181,Male,1,Yes,Yes,10,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,month-to-month,No,electronic_check,42.8,427.99,Yes
CUST-02182,Male,0,No,No,38,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,month-to-month,Yes,credit_card,75.47,2867.72,No
CUST-02183,Female,1,No,Yes,53,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,month-to-month,Yes,bank_transfer,94.92,5030.7,No
CUST-02184,Female,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,month-to-month,No,mailed_check,34.03,1020.95,No
CUST-02185,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,month-to-month,No,electronic_check,126.63,3292.35,Yes
CUST-02186,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,one year,Yes,credit_card,114.59,1145.87,No
CUST-02187,Female,0,Yes,No,4,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,one year,Yes,electronic_check,118.95,475.79,No
CUST-02188,Male,1,No,No,4,Yes,No,DSL,No internet service,Yes,No,No,Yes,No internet service,month-to-month,No,mailed_check,47.19,188.74,Yes
CUST-02189,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,month-to-month,Yes,bank_transfer,89.36,4914.56,No
CUST-02190,Male,0,No,No,4,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,one year,Yes,credit_card,74.03,296.11,No
CUST-02191,Female,1,Yes,Yes,55,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No,month-to-month,Yes,electronic_check,72.18,3969.8,No
CUST-02192,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,one year,Yes,electronic_check,114.69,802.82,No
CUST-02193,Female,0,Yes,No,61,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,month-to-month,Yes,credit_card,71.07,4335.36,No
CUST-02194,Male,1,No,No,15,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,month-to-month,No,bank_transfer,103.68,1555.27,No
CUST-02195,Female,0,No,Yes,22,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,month-to-month,Yes,credit_card,92.1,2026.1,No
CUST-02196,Female,1,No,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,month-to-month,Yes,credit_card,72.13,1586.94,Yes
CUST-02197,Female,1,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,month-to-month,No,mailed_check,97.38,2824.06,No
CUST-02198,Female,0,No,No,57,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,month-to-month,Yes,electronic_check,62.55,3565.24,No
CUST-02199,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,two year,Yes,electronic_check,137.13,2605.47,No
CUST-02200,Female,1,No,No,70,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,one year,No,electronic_check,73.67,5157.03,No
CUST-02201,Male,0,Yes,Yes,12,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,month-to-month,Yes,mailed_check,78.01,936.13,No
CUST-02202,Female,1,No,Yes,13,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No,one year,No,credit_card,87.07,1131.95,No
CUST-02203,Female,1,Yes,No,54,No,No phone service,DSL,Yes,Yes,No,No internet service,No,No,one year,No,credit_card,80.04,4322.23,No
CUST-02204,Male,1,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,month-to-month,No,credit_card,113.37,2154.12,No
CUST-02205,Female,0,No,No,71,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,two year,Yes,credit_card,107.03,7599.06,No
CUST-02206,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,month-to-month,Yes,electronic_check,80.05,5443.39,No
CUST-02207,Male,0,No,Yes,44,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No internet service,one year,Yes,electronic_check,86.47,3804.65,Yes
CUST-02208,Male,0,No,Yes,31,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,one year,Yes,credit_card,62.96,1951.8,No
CUST-02209,Female,0,No,Yes,68,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,month-to-month,Yes,credit_card,60.19,4093.16,No
CUST-02210,Male,0,No,No,50,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No,one year,No,electronic_check,92.78,4639.15,No
CUST-02211,Female,0,No,No,72,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,two year,Yes,electronic_check,71.31,5134.59,No
CUST-02212,Male,1,Yes,No,25,Yes,No,DSL,No,No,No,No,Yes,No,one year,No,bank_transfer,65.21,1630.33,No
CUST-02213,Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,two year,No,bank_transfer,118.47,2250.94,No
CUST-02214,Male,0,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No,month-to-month,Yes,credit_card,52.64,2842.45,No
CUST-02215,Female,0,No,No,10,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,month-to-month,Yes,bank_transfer,111.11,1111.08,No
CUST-02216,Male,0,No,No,26,Yes,No,DSL,No,No internet service,Yes,No,Yes,No internet service,month-to-month,Yes,electronic_check,64.27,1670.95,No
CUST-02217,Female,1,No,Yes,72,Yes,No,DSL,Yes,Yes,No,No,No,No,one year,Yes,electronic_check,54.85,3949.42,No
CUST-02218,Female,1,No,No,53,No,No phone service,No,No,No,No internet service,No,No,No,month-to-month,No,credit_card,14.72,780.16,No
CUST-02219,Male,1,No,No,27,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,one year,Yes,credit_card,32.83,886.29,No
CUST-02220,Male,1,No,Yes,38,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No,two year,Yes,electronic_check,43.58,1656.18,No
CUST-02221,Male,1,No,No,26,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,one year,No,credit_card,62.16,1616.14,No
CUST-02222,Female,1,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,two year,Yes,electronic_check,71.67,1791.68,No
CUST-02223,Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,month-to-month,Yes,electronic_check,95.58,573.5,No
CUST-02224,Male,1,Yes,No,16,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,one year,No,bank_transfer,59.03,944.48,No
CUST-02225,Female,1,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,two year,Yes,electronic_check,115.35,461.41,No
CUST-02226,Male,1,Yes,No,50,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,two year,Yes,credit_card,146.46,7323.03,No
CUST-02227,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,No,No,No,month-to-month,No,mailed_check,124.92,5121.8,No
CUST-02228,Female,0,Yes,No,19,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,month-to-month,Yes,credit_card,33.06,628.17,No
CUST-02229,Female,1,Yes,No,53,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,month-to-month,Yes,electronic_check,71.43,3785.61,No
CUST-02230,Female,0,Yes,No,45,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,month-to-month,No,mailed_check,90.99,4094.73,Yes
CUST-02231,Male,1,Yes,Yes,2,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,one year,No,credit_card,79.78,159.55,No
CUST-02232,Male,0,No,No,29,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,month-to-month,No,credit_card,65.76,1906.93,No
CUST-02233,Female,0,Yes,No,53,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No,one year,Yes,electronic_check,72.08,3820.12,No
CUST-02234,Male,0,No,Yes,66,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,month-to-month,Yes,mailed_check,60.63,4001.33,No
CUST-02235,Female,0,No,No,52,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,month-to-month,Yes,bank_transfer,61.29,3187.13,No
CUST-02236,Male,0,No,Yes,63,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,month-to-month,Yes,bank_transfer,55.06,3468.73,No
CUST-02237,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,one year,Yes,bank_transfer,106.17,4352.85,No
CUST-02238,Male,0,No,No,69,Yes,No,No,Yes,No,No,No,Yes,No,month-to-month,Yes,credit_card,1.08,74.42,No
CUST-02239,Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,month-to-month,No,electronic_check,59.25,829.46,No
CUST-02240,Female,1,No,No,5,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,one year,Yes,credit_card,121.36,606.78,No
CUST-02241,Female,1,No,No,65,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No internet service,month-to-month,No,bank_transfer,61.37,3988.82,No
CUST-02242,Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,month-to-month,No,bank_transfer,106.4,5107.42,No
CUST-02243,Female,1,No,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,No,month-to-month,Yes,credit_card,60.98,304.9,Yes
CUST-02244,Male,0,Yes,No,49,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,No,month-to-month,Yes,electronic_check,57.11,2798.43,No
CUST-02245,Male,0,Yes,No,60,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,two year,Yes,electronic_check,132.33,7939.57,No
CUST-02246,Male,1,No,No,64,No,No phone service,DSL,No,No,Yes,No internet service,Yes,Yes,one year,No,credit_card,39.75,2544.01,No
CUST-02247,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,two year,Yes,credit_card,115.27,4495.44,No
CUST-02248,Female,1,Yes,Yes,6,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,month-to-month,No,electronic_check,72.36,434.16,No
CUST-02249,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,one year,Yes,credit_card,84.06,3530.37,No
CUST-02250,Male,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No internet service,month-to-month,Yes,electronic_check,66.14,859.84,Yes
CUST-02251,Male,0,No,Yes,40,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,month-to-month,No,electronic_check,104.23,4169.18,No
CUST-02252,Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,month-to-month,Yes,credit_card,81.72,4984.74,No
CUST-02253,Male,1,No,No,62,Yes,No,DSL,No,Yes,Yes,No,No,Yes,month-to-month,No,bank_transfer,83.86,5199.39,No
CUST-02254,Male,1,Yes,Yes,28,No,No phone service,DSL,No,Yes,No,Yes,No,No internet service,one year,No,bank_transfer,37.63,1053.74,No
CUST-02255,Male,1,No,Yes,3,No,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,month-to-month,Yes,electronic_check,46.68,140.03,Yes
CUST-02256,Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No internet service,No,Yes,No,No,two year,Yes,mailed_check,79.83,4550.3,No
CUST-02257,Female,0,Yes,Yes,63,No,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No,month-to-month,Yes,electronic_check,70.3,4428.62,No
CUST-02258,Male,1,No,Yes,19,Yes,No,DSL,No internet service,No,No,Yes,No,No,two year,No,mailed_check,82.9,1575.12,No
CUST-02259,Female,1,Yes,No,71,Yes,No,DSL,Yes,No,No,No internet service,No,No internet service,month-to-month,Yes,credit_card,41.03,2912.79,No
CUST-02260,Female,1,No,No,54,Yes,No,No,Yes,No,No,No,No,Yes,month-to-month,No,bank_transfer,3.5,189.25,No
CUST-02261,Male,1,Yes,Yes,52,Yes,No,DSL,No,Yes,No,No,No,No internet service,two year,No,credit_card,44.74,2326.3,No
CUST-02262,Female,1,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,month-to-month,Yes,electronic_check,46.4,46.4,Yes
CUST-02263,Female,1,No,No,56,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,month-to-month,No,bank_transfer,80.06,4483.17,No
CUST-02264,Female,1,No,No,21,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,two year,Yes,mailed_check,46.92,985.23,No
CUST-02265,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,month-to-month,Yes,bank_transfer,83.56,1754.76,Yes
CUST-02266,Female,1,Yes,Yes,61,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,two year,No,credit_card,71.97,4390.28,No
CUST-02267,Female,0,Yes,No,62,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,month-to-month,Yes,mailed_check,55.47,3439.37,No
CUST-02268,Female,1,Yes,Yes,9,Yes,No,DSL,No,No,Yes,No,Yes,No,month-to-month,Yes,mailed_check,68.5,616.53,No
CUST-02269,Female,1,Yes,Yes,3,Yes,No,DSL,Yes,No internet service,Yes,No,No,No,month-to-month,Yes,mailed_check,66.06,198.19,No
CUST-02270,Female,1,No,No,12,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No internet service,month-to-month,Yes,mailed_check,49.31,591.72,Yes
CUST-02271,Male,1,No,No,7,Yes,No,DSL,No internet service,No,No,No,No,No,month-to-month,Yes,electronic_check,56.6,396.23,No
CUST-02272,Male,1,Yes,Yes,68,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,one year,No,credit_card,26.0,1768.18,No
CUST-02273,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,month-to-month,Yes,mailed_check,106.15,212.3,Yes
CUST-02274,Male,0,Yes,No,2,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,two year,Yes,electronic_check,106.69,213.37,Yes
CUST-02275,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,month-to-month,Yes,credit_card,122.99,3689.82,No
CUST-02276,Male,1,No,No,68,Yes,No,DSL,No,No,No internet service,No internet service,Yes,Yes,month-to-month,Yes,credit_card,61.74,4198.65,No
CUST-02277,Male,0,No,Yes,48,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,one year,Yes,mailed_check,105.84,5080.22,No
CUST-02278,Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,month-to-month,No,credit_card,72.54,5150.5,No
CUST-02279,Male,1,No,No,13,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,one year,Yes,credit_card,80.26,1043.41,Yes
CUST-02280,Female,1,Yes,No,55,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,two year,Yes,mailed_check,67.71,3724.1,No
CUST-02281,Male,1,No,No,50,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,one year,Yes,electronic_check,95.45,4772.74,No
CUST-02282,Female,0,Yes,Yes,67,Yes,No,DSL,No internet service,No internet service,No,Yes,No,Yes,month-to-month,Yes,credit_card,44.64,2990.62,No
CUST-02283,Male,0,No,Yes,71,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,one year,Yes,mailed_check,90.68,6438.39,No
CUST-02284,Male,0,No,No,33,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,No internet service,month-to-month,No,electronic_check,10.19,336.31,Yes
CUST-02285,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,month-to-month,No,electronic_check,60.8,3465.57,No
CUST-02286,Female,1,Yes,No,24,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,Yes,month-to-month,Yes,electronic_check,80.96,1943.02,No
CUST-02287,Male,1,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,one year,Yes,electronic_check,57.8,2485.57,No
CUST-02288,Male,1,Yes,Yes,31,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,two year,Yes,bank_transfer,126.73,3928.68,No
CUST-02289,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,two year,No,electronic_check,83.94,167.88,No
CUST-02290,Female,1,Yes,No,9,No,No phone service,No,No,No,Yes,Yes,Yes,No,one year,Yes,bank_transfer,13.31,119.78,No
CUST-02291,Male,1,No,No,23,Yes,No,No,Yes,Yes,No internet service,Yes,No,Yes,month-to-month,Yes,bank_transfer,24.6,565.91,No
CUST-02292,Female,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,month-to-month,Yes,electronic_check,68.41,1504.92,Yes
CUST-02293,Female,1,Yes,Yes,7,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,month-to-month,Yes,mailed_check,14.52,101.63,No
CUST-02294,Male,1,No,No,66,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,one year,No,bank_transfer,88.81,5861.62,No
CUST-02295,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,month-to-month,Yes,credit_card,107.44,1719.0,No
CUST-02296,Male,0,No,No,63,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,two year,Yes,electronic_check,100.53,6333.48,No
CUST-02297,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,month-to-month,Yes,electronic_check,95.32,6195.81,No
CUST-02298,Male,0,Yes,No,23,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,month-to-month,No,credit_card,59.95,1378.96,No
CUST-02299,Female,1,Yes,No,45,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,month-to-month,No,credit_card,99.19,4463.39,No
CUST-02300,Male,0,Yes,No,33,Yes,No,DSL,No,No internet service,No,No,No,Yes,two year,Yes,mailed_check,74.75,2466.77,No
CUST-02301,Male,1,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,No,No,month-to-month,Yes,credit_card,28.71,200.98,No
CUST-02302,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,one year,Yes,credit_card,120.69,7362.09,No
CUST-02303,Female,0,Yes,No,64,Yes,No,DSL,No,No,No internet service,No internet service,No,No internet service,one year,Yes,bank_transfer,35.5,2271.75,No
CUST-02304,Male,1,Yes,No,32,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,month-to-month,No,credit_card,122.74,3927.53,No
CUST-02305,Female,1,Yes,No,27,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,one year,Yes,credit_card,47.29,1276.9,No
CUST-02306,Male,0,No,No,62,Yes,Yes,No,Yes,No,No,No,Yes,Yes,month-to-month,No,mailed_check,18.39,1140.19,No
CUST-02307,Male,1,Yes,No,27,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,month-to-month,Yes,electronic_check,94.69,2556.59,No
CUST-02308,Male,1,No,No,3,Yes,No,DSL,Yes,Yes,No internet service,No,No,Yes,month-to-month,Yes,credit_card,55.35,166.06,Yes
CUST-02309,Female,1,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,one year,Yes,credit_card,78.88,5600.25,No
CUST-02310,Female,1,Yes,No,23,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No,Yes,month-to-month,No,bank_transfer,103.23,2374.22,No
CUST-02311,Male,1,No,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,two year,Yes,credit_card,120.93,1088.35,No
CUST-02312,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,one year,Yes,bank_transfer,94.91,3701.55,No
CUST-02313,Male,0,Yes,No,26,Yes,No,DSL,No internet service,No,Yes,No,Yes,No internet service,month-to-month,Yes,electronic_check,55.92,1454.04,No
CUST-02314,Female,0,No,No,50,No,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,No,two year,No,electronic_check,101.6,5079.86,No
CUST-02315,Female,1,No,No,69,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,month-to-month,No,mailed_check,113.14,7806.75,No
CUST-02316,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,two year,No,electronic_check,97.15,3303.13,No
CUST-02317,Female,0,Yes,No,46,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,month-to-month,Yes,mailed_check,30.06,1382.75,No
CUST-02318,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,two year,No,electronic_check,112.54,5401.93,No
CUST-02319,Female,1,No,No,41,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,month-to-month,Yes,electronic_check,93.92,3850.86,No
CUST-02320,Female,1,Yes,No,51,Yes,No,DSL,Yes,No,Yes,No,No,No,month-to-month,Yes,electronic_check,39.02,1989.88,No
CUST-02321,Male,1,No,No,9,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,month-to-month,Yes,mailed_check,73.56,662.04,Yes
CUST-02322,Male,1,No,No,5,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,one year,Yes,bank_transfer,118.03,590.16,No
CUST-02323,Male,1,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,one year,Yes,electronic_check,63.77,127.53,No
CUST-02324,Female,1,Yes,Yes,15,Yes,No,No,Yes,No internet service,No,No internet service,No,No,one year,No,credit_card,31.47,472.02,No
CUST-02325,Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,one year,Yes,electronic_check,86.51,5104.2,No
CUST-02326,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,one year,No,electronic_check,107.31,1287.67,No
CUST-02327,Female,1,Yes,No,56,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No internet service,month-to-month,No,electronic_check,13.73,769.09,No
CUST-02328,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,month-to-month,No,electronic_check,123.18,4803.93,Yes
CUST-02329,Male,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,one year,Yes,bank_transfer,110.59,2211.84,No
